Compound,FastestLap,DriversUsed,AvgTyreLife,TotalLaps
Soft,85.945,13,17.368831168831168,385
SUPERSOFT,86.958,8,14.273291925465838,161
ULTRASOFT,87.753,16,13.967479674796747,369
nan,90.265,1,0.0,1
