Compound,AvgTyreLife,StdTyreLife,AvgLapTime,AvgLapsPerStint,AvgDegradation,AvgConsistency
Hard,23.5,12.020815280171307,101.13808541666667,23.5,1.4778270833333331,0.09947007368935165
Medium,19.666666666666668,8.095023889075676,99.9317763872226,19.61111111111111,1.614688942445443,0.18884435486985104
Soft,19.884615384615383,5.148412750173963,101.4414346558624,18.153846153846153,1.4013088900915056,0.4254766018321248
nan,0.0,,92.918,1.0,0.0,
