Compound,AvgTyreLife,StdTyreLife,AvgLapTime,AvgLapsPerStint,AvgDegradation,AvgConsistency
SUPERSOFT,20.875,11.752659273543157,92.87177661383572,20.125,1.0460950518341314,0.25200385365680317
Soft,29.615384615384617,11.500278703423247,96.99556558004551,29.615384615384617,1.9647437498355027,0.07698472202935076
ULTRASOFT,24.5625,4.884925792680991,91.43093622426157,23.0625,0.9340903787666807,0.21467652907895876
nan,0.0,,90.265,1.0,0.0,
