Compound,AvgTyreLife,StdTyreLife,AvgLapTime,AvgLapsPerStint,AvgDegradation,AvgConsistency
HYPERSOFT,19.736842105263158,8.874696271880444,80.01688471743336,17.31578947368421,1.4765320887164868,0.17015507600615684
SUPERSOFT,48.916666666666664,13.104186238362802,79.67429716495828,48.583333333333336,0.560529974320276,0.24613678003403186
ULTRASOFT,39.0,22.872316392155323,80.72804267530846,38.666666666666664,1.2543992988527346,0.2222141043759723
nan,0.0,,78.135,1.0,0.0,
