Driver,Stint,Compound,MaxTyreLife,StintStartLap,StintEndLap,AvgLapTime,BestLapTime,Team,StintLength
ALO,1,ULTRASOFT,25,2,26,92.37744,88.803,McLaren,25
ALO,2,Soft,32,27,58,93.44390625,86.978,McLaren,32
BOT,1,ULTRASOFT,27,2,25,91.55958333333332,89.729,Mercedes,24
BOT,2,SUPERSOFT,33,26,58,94.13236363636364,87.019,Mercedes,33
ERI,1,SUPERSOFT,4,2,5,92.6055,92.21,Sauber,4
GAS,1,ULTRASOFT,12,2,13,92.19925,90.649,Toro Rosso,12
GRO,1,ULTRASOFT,26,2,24,91.06208695652174,88.805,Haas F1 Team,23
HAM,0,nan,0,2,2,90.265,90.265,Mercedes,1
HAM,1,ULTRASOFT,20,3,19,89.79323529411764,87.753,Mercedes,17
HAM,2,Soft,39,20,58,94.0342564102564,86.444,Mercedes,39
HAR,2,Soft,23,2,24,93.06504347826088,89.513,Toro Rosso,23
HAR,3,ULTRASOFT,33,25,57,94.83875757575758,88.176,Toro Rosso,33
HUL,1,ULTRASOFT,26,2,24,91.18030434782608,89.799,Renault,23
HUL,2,Soft,34,25,58,94.40382352941177,87.081,Renault,34
LEC,1,SUPERSOFT,19,2,20,92.57931578947368,90.107,Sauber,19
LEC,2,Soft,7,21,27,105.976,89.323,Sauber,7
LEC,3,ULTRASOFT,31,28,58,91.6973870967742,88.759,Sauber,31
MAG,1,ULTRASOFT,24,2,22,91.16,89.534,Haas F1 Team,21
OCO,1,ULTRASOFT,22,2,23,91.93777272727273,90.165,Force India,22
OCO,2,Soft,35,24,58,94.51497142857143,87.6,Force India,35
PER,1,ULTRASOFT,23,2,24,91.71973913043479,90.241,Force India,23
PER,2,Soft,34,25,58,94.3589705882353,87.633,Force India,34
RAI,1,ULTRASOFT,20,2,18,90.10864705882352,87.982,Ferrari,17
RAI,2,Soft,40,19,58,93.806775,86.373,Ferrari,40
RIC,1,SUPERSOFT,28,2,26,91.99336,88.127,Red Bull Racing,25
RIC,2,Soft,32,27,58,93.1536875,85.945,Red Bull Racing,32
SAI,1,ULTRASOFT,24,2,22,91.81804761904762,89.739,Renault,21
SAI,2,Soft,36,23,58,94.17391666666667,87.944,Renault,36
SIR,1,SUPERSOFT,3,2,4,93.21766666666667,92.573,Williams,3
STR,1,SUPERSOFT,24,2,25,92.772375,90.827,Williams,24
STR,2,Soft,4,26,29,121.89625,112.536,Williams,4
STR,3,ULTRASOFT,29,30,58,90.82810344827585,88.511,Williams,29
VAN,1,ULTRASOFT,24,2,25,91.5095,89.811,McLaren,24
VAN,2,SUPERSOFT,33,26,58,94.24318181818182,86.958,McLaren,33
VER,1,SUPERSOFT,23,2,21,91.43045,89.65,Red Bull Racing,20
VER,2,Soft,37,22,58,93.94418918918919,86.88,Red Bull Racing,37
VET,1,ULTRASOFT,27,2,25,89.105125,88.245,Ferrari,24
VET,2,Soft,32,27,58,94.1705625,86.469,Ferrari,32
