Driver,TyreLife,AvgLapTime,Compound,Team
ALO,6,90.188,Soft,McLaren
ALO,7,89.9845,ULTRASOFT,McLaren
ALO,8,89.806,ULTRASOFT,McLaren
ALO,9,88.627,Soft,McLaren
ALO,10,89.626,ULTRASOFT,McLaren
ALO,11,89.47149999999999,ULTRASOFT,McLaren
ALO,12,89.2875,ULTRASOFT,McLaren
ALO,13,89.1155,ULTRASOFT,McLaren
ALO,14,89.39,ULTRASOFT,McLaren
ALO,15,89.0325,ULTRASOFT,McLaren
ALO,16,89.101,ULTRASOFT,McLaren
ALO,17,89.101,ULTRASOFT,McLaren
ALO,18,88.84649999999999,ULTRASOFT,McLaren
ALO,19,88.8955,ULTRASOFT,McLaren
ALO,20,89.0355,ULTRASOFT,McLaren
ALO,21,88.81,ULTRASOFT,McLaren
ALO,22,88.425,Soft,McLaren
ALO,23,87.92,Soft,McLaren
ALO,24,87.677,Soft,McLaren
ALO,25,87.351,Soft,McLaren
ALO,26,87.546,Soft,McLaren
ALO,27,87.425,Soft,McLaren
ALO,28,87.12,Soft,McLaren
ALO,29,87.154,Soft,McLaren
ALO,30,87.282,Soft,McLaren
ALO,31,86.978,Soft,McLaren
ALO,32,87.343,Soft,McLaren
BOT,7,91.274,SUPERSOFT,Mercedes
BOT,8,89.773,SUPERSOFT,Mercedes
BOT,9,89.247,SUPERSOFT,Mercedes
BOT,10,90.043,ULTRASOFT,Mercedes
BOT,11,88.279,SUPERSOFT,Mercedes
BOT,12,89.17949999999999,ULTRASOFT,Mercedes
BOT,13,89.033,ULTRASOFT,Mercedes
BOT,14,89.2345,ULTRASOFT,Mercedes
BOT,15,89.4155,ULTRASOFT,Mercedes
BOT,16,89.2585,ULTRASOFT,Mercedes
BOT,17,88.9845,ULTRASOFT,Mercedes
BOT,18,89.054,ULTRASOFT,Mercedes
BOT,19,89.5065,ULTRASOFT,Mercedes
BOT,20,89.44300000000001,ULTRASOFT,Mercedes
BOT,21,89.5115,ULTRASOFT,Mercedes
BOT,22,88.89,ULTRASOFT,Mercedes
BOT,23,89.03999999999999,ULTRASOFT,Mercedes
BOT,24,89.9575,ULTRASOFT,Mercedes
BOT,25,88.481,SUPERSOFT,Mercedes
BOT,26,87.572,SUPERSOFT,Mercedes
BOT,27,87.37,SUPERSOFT,Mercedes
BOT,28,87.264,SUPERSOFT,Mercedes
BOT,29,87.019,SUPERSOFT,Mercedes
BOT,30,87.275,SUPERSOFT,Mercedes
BOT,31,87.166,SUPERSOFT,Mercedes
BOT,32,87.965,SUPERSOFT,Mercedes
BOT,33,89.446,SUPERSOFT,Mercedes
