Compound,AvgTyreLife,StdTyreLife,AvgLapTime,AvgLapsPerStint,AvgDegradation,AvgConsistency
Medium,30.210526315789473,11.731150115863988,85.83580306994867,30.05263157894737,1.741198636310453,0.0928664264280284
SUPERSOFT,22.5,0.7071067811865476,89.5477009569378,20.5,1.8259031100478467,0.1076247129247866
Soft,24.647058823529413,9.98712406345408,96.47304511399064,21.823529411764707,2.25428517469962,0.08800140117749092
