Compound,FastestLap,DriversUsed,AvgTyreLife,TotalLaps
HYPERSOFT,78.741,7,9.132352941176471,68
SUPERSOFT,79.186,19,23.16046511627907,860
ULTRASOFT,79.522,15,12.819727891156463,294
