Driver,Compound,Stint,MaxTyreLife,AvgLapTime,FastestLap,SlowestLap,LapTimeStd,Team,LapsOnStint,DegradationPerLap,ConsistencyStint
STR,Soft,1,26,81.30453846153847,80.472,84.931,0.9270258779891402,Williams,26,0.17150000000000012,0.5189343907739861
VAN,Medium,2,23,86.95478260869565,78.726,121.907,13.02584165124542,McLaren,23,1.8774347826086955,0.07129696918481931
VAN,Soft,1,28,81.27532142857142,80.526,83.665,0.7583046418783038,McLaren,28,0.11210714285714321,0.5687296593448977
VAN,ULTRASOFT,3,15,81.82946666666666,77.537,105.774,7.705051050787275,McLaren,15,1.8824666666666663,0.11487583406068147
VER,Intermediate,3,4,93.31775,88.379,97.374,4.5572963750451825,Red Bull Racing,4,2.2487499999999976,0.1799436151165988
VER,Soft,2,17,78.99723529411764,77.057,92.913,4.067997319465249,Red Bull Racing,17,0.9327058823529408,0.19731660002249474
VER,ULTRASOFT,1,31,78.97021428571429,78.43,83.099,0.8410040012739223,Red Bull Racing,28,0.1667499999999999,0.543181872124139
VER,ULTRASOFT,4,20,90.94264705882354,75.852,129.66,19.917279840446255,Red Bull Racing,17,3.165176470588235,0.04780736346350213
VET,Soft,2,26,79.4695,77.29,92.038,3.563254054933492,Ferrari,26,0.5672307692307689,0.21914186410876366
VET,ULTRASOFT,1,26,78.64008695652174,77.777,82.849,0.9611581514479616,Ferrari,23,0.2205217391304349,0.5099027833434445
VET,nan,0,0,77.942,77.942,77.942,,Ferrari,1,0.0,
