Compound,AvgTyreLife,StdTyreLife,AvgLapTime,AvgLapsPerStint,AvgDegradation,AvgConsistency
Medium,38.42857142857143,13.698479902834169,76.25574867399453,38.357142857142854,0.741666066446058,0.2624127990764078
SUPERSOFT,26.235294117647058,10.244080069512744,74.96836753555598,22.823529411764707,0.8695151399214724,0.3654976490295733
Soft,27.785714285714285,9.431359894021087,75.01539292244469,26.5,0.38754015637958267,0.4209159444565452
