Compound,AvgTyreLife,StdTyreLife,AvgLapTime,AvgLapsPerStint,AvgDegradation,AvgConsistency
Medium,9.75,10.168579055108928,98.51087203282829,9.6875,0.25285804924242433,0.642905371892835
Soft,28.227272727272727,20.685702028170773,100.82031185060458,26.954545454545453,0.6287894041428029,0.3007260980581864
ULTRASOFT,39.111111111111114,17.105879431093598,101.82851734267742,36.22222222222222,0.7791590269621277,0.2388208086378914
nan,0.0,,98.417,1.0,0.0,
