Compound,AvgTyreLife,StdTyreLife,AvgLapTime,AvgLapsPerStint,AvgDegradation,AvgConsistency
SUPERSOFT,20.0,9.844951849708403,105.9903724444235,18.214285714285715,1.1563856025979236,0.21969282232395132
Soft,25.61904761904762,9.896848945377466,102.17460631815335,25.238095238095237,0.9624953335025327,0.20275863541328457
ULTRASOFT,18.5,9.180725150319788,113.08470091386135,15.5,1.101157981957735,0.1357801131756011
