Compound,AvgTyreLife,StdTyreLife,AvgLapTime,AvgLapsPerStint,AvgDegradation,AvgConsistency
SUPERSOFT,25.3,9.10494371207203,101.34573699518141,23.7,1.8442534858539954,0.08888576887538438
Soft,33.916666666666664,10.139556502165473,100.7019749968059,33.333333333333336,1.294669865491984,0.10300697629050014
ULTRASOFT,24.363636363636363,11.271847472998624,102.86925651997598,21.818181818181817,2.284221801128216,0.08337237595648375
