Driver,Compound,Stint,MaxTyreLife,AvgLapTime,FastestLap,SlowestLap,LapTimeStd,Team,LapsOnStint,DegradationPerLap,ConsistencyStint
ALO,Soft,2,32,93.44390625,86.978,132.005,13.166143049404385,McLaren,32,1.40709375,0.07059084441774326
ALO,ULTRASOFT,1,25,92.37744,88.803,140.53,10.06467001479267,McLaren,25,2.06908,0.09037775176874428
BOT,SUPERSOFT,2,33,94.13236363636364,87.019,128.943,13.281913098312915,Mercedes,33,1.2704242424242427,0.07001863077560158
BOT,ULTRASOFT,1,27,91.55958333333332,89.729,106.549,3.304005367885242,Mercedes,24,0.7008333333333336,0.232341717661785
ERI,SUPERSOFT,1,4,92.6055,92.21,93.177,0.4483097887250189,Sauber,4,0.24175000000000324,0.690460016071785
GAS,ULTRASOFT,1,12,92.19925,90.649,98.18,2.0710450644761265,Toro Rosso,12,0.6275833333333338,0.3256220534069515
GRO,ULTRASOFT,1,26,91.06208695652174,88.805,109.039,3.9688390438176286,Haas F1 Team,23,0.8797391304347824,0.20125425500434121
HAM,Soft,2,39,94.0342564102564,86.444,137.887,15.533296660498367,Mercedes,39,1.319051282051282,0.06048400512822207
HAM,ULTRASOFT,1,20,89.79323529411764,87.753,105.05,3.9984248387554366,Mercedes,17,1.017470588235294,0.20006302630510117
HAM,nan,0,0,90.265,90.265,90.265,,Mercedes,1,0.0,
HAR,Soft,2,23,93.06504347826088,89.513,121.527,6.53402534623921,Toro Rosso,23,1.3919130434782607,0.1327311701306094
HAR,ULTRASOFT,3,33,94.83875757575758,88.176,124.593,11.806797250499132,Toro Rosso,33,1.1035454545454546,0.07808353489480174
HUL,Soft,2,34,94.40382352941177,87.081,130.75,13.149177705527869,Renault,34,1.2843823529411764,0.07067548523398043
HUL,ULTRASOFT,1,26,91.18030434782608,89.799,108.142,3.7659589197149024,Renault,23,0.7975217391304343,0.20982136372669774
LEC,SUPERSOFT,1,19,92.57931578947368,90.107,108.767,4.285865283471956,Sauber,19,0.9821052631578946,0.18918378474889208
LEC,Soft,2,7,105.976,89.323,139.646,19.529305381059167,Sauber,7,7.188999999999999,0.048710854139401336
LEC,ULTRASOFT,3,31,91.6973870967742,88.759,129.67,7.5393512792433235,Sauber,31,1.3197096774193544,0.11710491433122196
MAG,ULTRASOFT,1,24,91.16,89.534,107.39,3.740230327132275,Haas F1 Team,21,0.850285714285714,0.2109602131095127
OCO,Soft,2,35,94.51497142857143,87.6,124.514,11.641195889360075,Force India,35,1.0546857142857142,0.07910643967171545
OCO,ULTRASOFT,1,22,91.93777272727273,90.165,107.849,3.642196432188874,Force India,22,0.8038181818181817,0.21541527046680428
PER,Soft,2,34,94.3589705882353,87.633,124.778,12.13712396286772,Force India,34,1.0925000000000002,0.07612016167515166
PER,ULTRASOFT,1,23,91.71973913043479,90.241,108.875,3.7956381331661033,Force India,23,0.8101739130434783,0.20852282266339292
RAI,Soft,2,40,93.806775,86.373,137.278,14.99618155926146,Ferrari,40,1.2726249999999997,0.06251491934467451
RAI,ULTRASOFT,1,20,90.10864705882352,87.982,105.858,4.129375648042576,Ferrari,17,1.0515294117647063,0.1949555011401067
RIC,SUPERSOFT,1,28,91.99336,88.127,137.173,9.443196328927336,Red Bull Racing,25,1.9618400000000003,0.09575612374824655
RIC,Soft,2,32,93.1536875,85.945,136.895,14.163263104601327,Red Bull Racing,32,1.5921875000000005,0.0659488655642035
SAI,Soft,2,36,94.17391666666667,87.944,126.289,12.142087844412451,Renault,36,1.0651388888888889,0.0760914104241941
SAI,ULTRASOFT,1,24,91.81804761904762,89.739,115.942,5.566354511493049,Renault,21,1.2477619047619042,0.15229150333715705
SIR,SUPERSOFT,1,3,93.21766666666667,92.573,94.137,0.8173771059513052,Williams,3,0.5213333333333358,0.5502435332355254
STR,SUPERSOFT,1,24,92.772375,90.827,120.771,6.0039583740736155,Williams,24,1.2476666666666667,0.14277640536838082
STR,Soft,2,4,121.89625,112.536,128.343,6.681294953076081,Williams,4,3.951749999999997,0.13018638212812492
STR,ULTRASOFT,3,29,90.82810344827585,88.511,112.039,4.4271556681852635,Williams,29,0.8113103448275865,0.18425858057879899
VAN,SUPERSOFT,2,33,94.24318181818182,86.958,130.125,13.466089949514263,McLaren,33,1.3080909090909092,0.06912717973480993
VAN,ULTRASOFT,1,24,91.5095,89.811,108.016,3.5809229439398385,McLaren,24,0.7585416666666666,0.2182966210603723
VER,SUPERSOFT,1,23,91.43045,89.65,106.361,3.7969647361932046,Red Bull Racing,20,0.8355499999999999,0.20846515557118397
VER,Soft,2,37,93.94418918918919,86.88,134.396,13.004687336234314,Red Bull Racing,37,1.284216216216216,0.07140466445207248
VET,Soft,2,32,94.1705625,86.469,138.857,16.782145366214127,Ferrari,32,1.6371250000000002,0.05623618407146691
VET,ULTRASOFT,1,27,89.105125,88.245,90.562,0.6793870839091731,Ferrari,24,0.09654166666666637,0.5954553358075507
