Compound,FastestLap,DriversUsed,AvgTyreLife,TotalLaps
ULTRASOFT,80.012,15,12.865203761755486,319
Soft,80.292,15,19.96615905245347,591
Medium,82.09,8,22.166666666666668,300
nan,83.184,1,0.0,1
