Compound,FastestLap,DriversUsed,AvgTyreLife,TotalLaps
ULTRASOFT,75.545,16,12.708520179372197,446
Soft,76.956,15,17.211382113821138,492
nan,77.942,1,0.0,1
Medium,78.262,10,13.898039215686275,255
Intermediate,87.445,8,2.59375,32
Wet,94.544,1,2.0,3
