Driver,Team,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Stint,PitInTime,PitOutTime,TrackStatus,IsAccurate,Time,LapTimeSeconds,Sector1TimeSeconds,Sector2TimeSeconds,Sector3TimeSeconds,LapStartTime,WeatherTime,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,IsWetLap,IsDryLap,PitLap,PitDuration,Sector1Pct,Sector2Pct,Sector3Pct,BestSector,IsValidLap,GrandPrix,SeasonYear,AvgLapTime,StintLength
VER,Red Bull Racing,2,0 days 00:02:18.259000,0 days 00:01:01.769000,0 days 00:00:47.111000,0 days 00:00:29.379000,Medium,2,1,,,4,False,0 days 01:00:05.089000,138.259,61.769,47.111,29.379,3605.089,3589.889,20.0,50.0,785.4,False,36.6,318,2.9,False,True,,,0.44676295937335003,0.3407445446589372,0.2124924959677128,3,False,mexico_city_grand_prix,2024,92.26611999999999,25
SAI,Ferrari,2,0 days 00:02:17.937000,0 days 00:01:01.514000,0 days 00:00:46.266000,0 days 00:00:30.157000,Medium,2,1,,,4,False,0 days 01:00:06.932000,137.937,61.514,46.266,30.157,3606.932,3589.889,20.0,50.0,785.4,False,36.6,318,2.9,False,True,,,0.44595721235056585,0.3354139933447878,0.2186287943046463,3,False,mexico_city_grand_prix,2024,89.8223870967742,31
NOR,McLaren,2,0 days 00:02:18.718000,0 days 00:01:01.310000,0 days 00:00:45.418000,0 days 00:00:31.990000,Medium,2,1,,,4,False,0 days 01:00:09.793000,138.718,61.31,45.418,31.99,3609.793,3589.889,20.0,50.0,785.4,False,36.6,318,2.9,False,True,,,0.4419758070329734,0.32741244827635924,0.2306117446906674,3,False,mexico_city_grand_prix,2024,90.82413793103449,29
LEC,Ferrari,2,0 days 00:02:18.252000,0 days 00:01:01.380000,0 days 00:00:46.583000,0 days 00:00:30.289000,Medium,2,1,,,4,False,0 days 01:00:10.849000,138.252,61.38,46.583,30.289,3610.849,3589.889,20.0,50.0,785.4,False,36.6,318,2.9,False,True,,,0.4439718774411943,0.3369426843734629,0.2190854381853427,3,False,mexico_city_grand_prix,2024,90.26389999999999,30
HAM,Mercedes,2,0 days 00:02:18.527000,0 days 00:01:03.880000,0 days 00:00:43.897000,0 days 00:00:30.750000,Medium,2,1,,,4,False,0 days 01:00:12.533000,138.527,63.88,43.897,30.75,3612.533,3589.889,20.0,50.0,785.4,False,36.6,318,2.9,False,True,,,0.46113753997415674,0.31688407314097616,0.22197838688486723,3,False,mexico_city_grand_prix,2024,91.81107407407407,27
RUS,Mercedes,2,0 days 00:02:18.197000,0 days 00:01:04.525000,0 days 00:00:42.337000,0 days 00:00:31.335000,Medium,2,1,,,4,False,0 days 01:00:14.900000,138.197,64.525,42.337,31.335,3614.9,3589.889,20.0,50.0,785.4,False,36.6,318,2.9,False,True,,,0.4669059386238486,0.30635252574223754,0.22674153563391392,3,False,mexico_city_grand_prix,2024,90.58956666666667,30
MAG,Haas F1 Team,2,0 days 00:02:17.679000,0 days 00:01:04.460000,0 days 00:00:42.714000,0 days 00:00:30.505000,Medium,2,1,,,4,False,0 days 01:00:16.233000,137.679,64.46,42.714,30.505,3616.233,3589.889,20.0,50.0,785.4,False,36.6,318,2.9,False,True,,,0.4681905010931224,0.31024339223846775,0.22156610666840984,3,False,mexico_city_grand_prix,2024,91.3096551724138,29
HUL,Haas F1 Team,2,0 days 00:02:17.184000,0 days 00:01:03.933000,0 days 00:00:41.937000,0 days 00:00:31.314000,Medium,2,1,,,4,False,0 days 01:00:17.551000,137.184,63.933,41.937,31.314,3617.551,3589.889,20.0,50.0,785.4,False,36.6,318,2.9,False,True,,,0.4660383135059482,0.3056989153254024,0.2282627711686494,3,False,mexico_city_grand_prix,2024,91.62203571428572,28
GAS,Alpine,2,0 days 00:02:16.958000,0 days 00:01:04.897000,0 days 00:00:41.683000,0 days 00:00:30.378000,Medium,2,1,,,4,False,0 days 01:00:18.846000,136.958,64.897,41.683,30.378,3618.846,3589.889,20.0,50.0,785.4,False,36.6,318,2.9,False,True,,,0.47384599658289406,0.30434877845762937,0.22180522495947663,3,False,mexico_city_grand_prix,2024,91.11592307692308,26
LAW,RB,2,0 days 00:02:18.369000,0 days 00:01:05.872000,0 days 00:00:41.614000,0 days 00:00:30.883000,Hard,2,1,,,4,False,0 days 01:00:21.076000,138.369,65.872,41.614,30.883,3621.076,3649.89,20.0,50.0,785.4,False,36.2,329,2.9,False,True,,,0.476060389249037,0.3007465545028149,0.22319305624814806,3,False,mexico_city_grand_prix,2024,89.53681578947368,38
