Driver,Team,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Stint,PitInTime,PitOutTime,TrackStatus,IsAccurate,Time,LapTimeSeconds,Sector1TimeSeconds,Sector2TimeSeconds,Sector3TimeSeconds,LapStartTime,WeatherTime,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,IsWetLap,IsDryLap,PitLap,PitDuration,Sector1Pct,Sector2Pct,Sector3Pct,BestSector,IsValidLap,GrandPrix,SeasonYear,AvgLapTime,StintLength
RUS,Mercedes,2,0 days 00:01:36.556000,0 days 00:00:28.287000,0 days 00:00:30.597000,0 days 00:00:37.672000,Intermediate,2,1,,,1,True,0 days 00:07:26.152000,96.556,28.287,30.597,37.672,446.152,426.638,16.3,75.0,996.3,True,20.6,96,1.1,True,False,,,0.2929595260781308,0.3168834665893368,0.3901570073325324,1,False,canadian_grand_prix,2024,90.82966666666665,24
VER,Red Bull Racing,2,0 days 00:01:37.672000,0 days 00:00:28.815000,0 days 00:00:31.274000,0 days 00:00:37.583000,Intermediate,2,1,,,1,True,0 days 00:07:28.538000,97.672,28.815,31.274,37.583,448.538,426.638,16.3,75.0,996.3,True,20.6,96,1.1,True,False,,,0.29501801949381606,0.3201941190924728,0.3847878614137112,1,False,canadian_grand_prix,2024,90.765125,24
NOR,McLaren,2,0 days 00:01:38.203000,0 days 00:00:28.599000,0 days 00:00:31.697000,0 days 00:00:37.907000,Intermediate,2,1,,,1,True,0 days 00:07:30.798000,98.203,28.599,31.697,37.907,450.798,426.638,16.3,75.0,996.3,True,20.6,96,1.1,True,False,,,0.29122328238444856,0.322770180137063,0.3860065374784884,1,False,canadian_grand_prix,2024,91.52192,25
PIA,McLaren,2,0 days 00:01:38.591000,0 days 00:00:29.244000,0 days 00:00:31.939000,0 days 00:00:37.408000,Intermediate,2,1,,,1,True,0 days 00:07:32.922000,98.591,29.244,31.939,37.408,452.922,426.638,16.3,75.0,996.3,True,20.6,96,1.1,True,False,,,0.29661936687932977,0.32395451917517826,0.379426113945492,1,False,canadian_grand_prix,2024,90.67583333333333,24
MAG,Haas F1 Team,2,0 days 00:01:36.793000,0 days 00:00:28.804000,0 days 00:00:30.757000,0 days 00:00:37.232000,Wet,2,1,,,1,True,0 days 00:07:34.493000,96.793,28.804,30.757,37.232,454.493,426.638,16.3,75.0,996.3,True,20.6,96,1.1,True,False,,,0.2975835029392621,0.31776058186025846,0.3846559152004793,1,False,canadian_grand_prix,2024,98.59016666666666,6
ALO,Aston Martin,2,0 days 00:01:40.628000,0 days 00:00:29.527000,0 days 00:00:32.032000,0 days 00:00:39.069000,Intermediate,2,1,,,1,True,0 days 00:07:35.790000,100.628,29.527,32.032,39.069,455.79,426.638,16.3,75.0,996.3,True,20.6,96,1.1,True,False,,,0.2934272767023095,0.3183209444687363,0.3882517788289542,1,False,canadian_grand_prix,2024,91.51916666666666,24
HAM,Mercedes,2,0 days 00:01:40.379000,0 days 00:00:29.522000,0 days 00:00:32.393000,0 days 00:00:38.464000,Intermediate,2,1,,,1,True,0 days 00:07:36.412000,100.379,29.522,32.393,38.464,456.412,426.638,16.3,75.0,996.3,True,20.6,96,1.1,True,False,,,0.2941053407585252,0.3227069406947668,0.38318771854670797,1,False,canadian_grand_prix,2024,91.42858333333334,24
RIC,RB,2,0 days 00:01:41.606000,0 days 00:00:30.528000,0 days 00:00:32.411000,0 days 00:00:38.667000,Intermediate,2,1,,,1,True,0 days 00:07:38.784000,101.606,30.528,32.411,38.667,458.784,486.658,16.2,74.0,996.4,True,20.4,115,1.4,True,False,,,0.30045469755723087,0.3189870676928528,0.3805582347499164,1,False,canadian_grand_prix,2024,93.72588,25
STR,Aston Martin,2,0 days 00:01:40.966000,0 days 00:00:30.732000,0 days 00:00:32.111000,0 days 00:00:38.123000,Intermediate,2,1,,,1,True,0 days 00:07:39.921000,100.966,30.732,32.111,38.123,459.921,486.658,16.2,74.0,996.4,True,20.4,115,1.4,True,False,,,0.304379692173603,0.31803775528395695,0.37758255254244005,1,False,canadian_grand_prix,2024,92.72775,24
HUL,Haas F1 Team,2,0 days 00:01:38.640000,0 days 00:00:29.843000,0 days 00:00:31.382000,0 days 00:00:37.415000,Wet,2,1,,,1,True,0 days 00:07:40.648000,98.64,29.843,31.382,37.415,460.648,486.658,16.2,74.0,996.4,True,20.4,115,1.4,True,False,,,0.3025446066504461,0.318146796431468,0.37930859691808594,1,False,canadian_grand_prix,2024,97.1551818181818,11
