Driver,LapNumber,LapTime,Compound,TyreLife,Stint,PitInTime,PitOutTime,TrackStatus,IsAccurate,LapTimeSeconds
SAR,5.0,0 days 00:01:27.170000,MEDIUM,8.0,1.0,,,1,True,87.17
SAR,6.0,0 days 00:01:27.135000,MEDIUM,9.0,1.0,,,1,True,87.135
SAR,7.0,0 days 00:01:27.251000,MEDIUM,10.0,1.0,,,1,True,87.251
SAR,8.0,0 days 00:01:27.233000,MEDIUM,11.0,1.0,,,1,True,87.233
SAR,9.0,0 days 00:01:27.459000,MEDIUM,12.0,1.0,,,1,True,87.459
SAR,10.0,0 days 00:01:27.685000,MEDIUM,13.0,1.0,,,1,True,87.685
SAR,11.0,0 days 00:01:27.804000,MEDIUM,14.0,1.0,,,1,True,87.804
SAR,12.0,0 days 00:01:28.694000,MEDIUM,15.0,1.0,,,1,True,88.694
SAR,13.0,0 days 00:01:27.799000,MEDIUM,16.0,1.0,,,1,True,87.799
SAR,14.0,0 days 00:01:33.074000,MEDIUM,17.0,1.0,0 days 01:42:56.978000,,1,False,93.074
SAR,15.0,0 days 00:01:47.389000,HARD,4.0,2.0,,0 days 01:43:21.681000,1,False,107.389
SAR,16.0,0 days 00:01:26.840000,HARD,5.0,2.0,,,1,True,86.84
SAR,17.0,0 days 00:01:27,HARD,6.0,2.0,,,1,True,87.0
SAR,18.0,0 days 00:01:26.906000,HARD,7.0,2.0,,,1,True,86.906
SAR,19.0,0 days 00:01:27.165000,HARD,8.0,2.0,,,1,True,87.165
SAR,20.0,0 days 00:01:27.280000,HARD,9.0,2.0,,,1,True,87.28
SAR,21.0,0 days 00:01:27.363000,HARD,10.0,2.0,,,1,True,87.363
SAR,22.0,0 days 00:01:27.465000,HARD,11.0,2.0,,,1,True,87.465
SAR,23.0,0 days 00:01:27.149000,HARD,12.0,2.0,,,1,True,87.149
SAR,24.0,0 days 00:01:27.104000,HARD,13.0,2.0,,,1,True,87.104
SAR,25.0,0 days 00:01:27.165000,HARD,14.0,2.0,,,1,True,87.165
SAR,26.0,0 days 00:01:27.021000,HARD,15.0,2.0,,,1,True,87.021
SAR,27.0,0 days 00:01:27.253000,HARD,16.0,2.0,,,1,True,87.253
SAR,28.0,0 days 00:01:27.546000,HARD,17.0,2.0,,,1,True,87.546
SAR,29.0,0 days 00:01:27.545000,HARD,18.0,2.0,,,1,True,87.545
SAR,30.0,0 days 00:01:27.121000,HARD,19.0,2.0,,,1,True,87.121
SAR,31.0,0 days 00:01:27.461000,HARD,20.0,2.0,,,1,True,87.461
SAR,32.0,0 days 00:01:27.522000,HARD,21.0,2.0,,,1,True,87.522
SAR,33.0,0 days 00:01:27.293000,HARD,22.0,2.0,,,1,True,87.293
SAR,34.0,0 days 00:01:27.219000,HARD,23.0,2.0,,,1,True,87.219
SAR,35.0,0 days 00:01:27.233000,HARD,24.0,2.0,,,1,True,87.233
SAR,36.0,0 days 00:01:27.142000,HARD,25.0,2.0,,,1,True,87.142
SAR,37.0,0 days 00:01:27.292000,HARD,26.0,2.0,,,1,True,87.292
SAR,38.0,0 days 00:01:27.103000,HARD,27.0,2.0,,,1,True,87.103
SAR,39.0,0 days 00:01:27.137000,HARD,28.0,2.0,,,1,True,87.137
SAR,40.0,0 days 00:01:27.640000,HARD,29.0,2.0,,,1,True,87.64
SAR,41.0,0 days 00:01:27.180000,HARD,30.0,2.0,,,1,True,87.18
SAR,42.0,0 days 00:01:27.176000,HARD,31.0,2.0,,,1,True,87.176
SAR,43.0,0 days 00:01:29.385000,HARD,32.0,2.0,,,1,True,89.385
SAR,44.0,0 days 00:01:27.686000,HARD,33.0,2.0,,,1,True,87.686
SAR,45.0,0 days 00:01:27.502000,HARD,34.0,2.0,,,1,True,87.502
SAR,46.0,0 days 00:01:27.709000,HARD,35.0,2.0,,,1,True,87.709
SAR,47.0,0 days 00:01:27.622000,HARD,36.0,2.0,,,1,True,87.622
SAR,48.0,0 days 00:01:27.440000,HARD,37.0,2.0,,,1,True,87.44
SAR,49.0,0 days 00:01:27.742000,HARD,38.0,2.0,,,1,True,87.742
SAR,50.0,0 days 00:01:29.626000,HARD,39.0,2.0,,,1,True,89.626
MAG,1.0,0 days 00:01:36.466000,HARD,5.0,1.0,,,1,False,96.466
MAG,2.0,0 days 00:01:28.923000,HARD,6.0,1.0,,,1,True,88.923
MAG,3.0,0 days 00:01:28.538000,HARD,7.0,1.0,,,1,True,88.538
MAG,4.0,0 days 00:01:29.252000,HARD,8.0,1.0,,,1,True,89.252
MAG,5.0,0 days 00:01:28.276000,HARD,9.0,1.0,,,1,True,88.276
MAG,6.0,0 days 00:01:27.949000,HARD,10.0,1.0,,,1,True,87.949
MAG,7.0,0 days 00:01:27.691000,HARD,11.0,1.0,,,1,True,87.691
MAG,8.0,0 days 00:01:27.935000,HARD,12.0,1.0,,,1,True,87.935
MAG,9.0,0 days 00:01:28.218000,HARD,13.0,1.0,,,1,True,88.218
MAG,10.0,0 days 00:01:28.511000,HARD,14.0,1.0,,,1,True,88.511
MAG,11.0,0 days 00:01:28.792000,HARD,15.0,1.0,,,1,True,88.792
MAG,12.0,0 days 00:01:33.273000,HARD,16.0,1.0,0 days 01:40:11.901000,,1,False,93.273
MAG,13.0,0 days 00:01:48.424000,MEDIUM,1.0,2.0,,0 days 01:40:36.589000,1,False,108.424
MAG,14.0,0 days 00:01:28.080000,MEDIUM,2.0,2.0,,,1,True,88.08
MAG,15.0,0 days 00:01:27.848000,MEDIUM,3.0,2.0,,,1,True,87.848
MAG,16.0,0 days 00:01:27.649000,MEDIUM,4.0,2.0,,,1,True,87.649
MAG,17.0,0 days 00:01:27.589000,MEDIUM,5.0,2.0,,,1,True,87.589
MAG,18.0,0 days 00:01:27.898000,MEDIUM,6.0,2.0,,,1,True,87.898
MAG,19.0,0 days 00:01:27.159000,MEDIUM,7.0,2.0,,,1,True,87.159
MAG,20.0,0 days 00:01:27.011000,MEDIUM,8.0,2.0,,,1,True,87.011
MAG,21.0,0 days 00:01:27.128000,MEDIUM,9.0,2.0,,,1,True,87.128
MAG,22.0,0 days 00:01:27.244000,MEDIUM,10.0,2.0,,,1,True,87.244
MAG,23.0,0 days 00:01:27.492000,MEDIUM,11.0,2.0,,,1,True,87.492
MAG,24.0,0 days 00:01:27.536000,MEDIUM,12.0,2.0,,,1,True,87.536
MAG,25.0,0 days 00:01:27.502000,MEDIUM,13.0,2.0,,,1,True,87.502
MAG,26.0,0 days 00:01:27.418000,MEDIUM,14.0,2.0,,,1,True,87.418
MAG,27.0,0 days 00:01:27.220000,MEDIUM,15.0,2.0,,,1,True,87.22
MAG,28.0,0 days 00:01:27.154000,MEDIUM,16.0,2.0,,,1,True,87.154
MAG,29.0,0 days 00:01:27.344000,MEDIUM,17.0,2.0,,,1,True,87.344
MAG,30.0,0 days 00:01:27.384000,MEDIUM,18.0,2.0,,,1,True,87.384
MAG,31.0,0 days 00:01:27.486000,MEDIUM,19.0,2.0,,,1,True,87.486
MAG,32.0,0 days 00:01:27.556000,MEDIUM,20.0,2.0,,,1,True,87.556
MAG,33.0,0 days 00:01:33.158000,MEDIUM,21.0,2.0,0 days 02:11:15.162000,,1,False,93.158
MAG,34.0,0 days 00:01:47.333000,MEDIUM,1.0,3.0,,0 days 02:11:39.943000,1,False,107.333
MAG,35.0,0 days 00:01:26.300000,MEDIUM,2.0,3.0,,,1,True,86.3
MAG,36.0,0 days 00:01:26.385000,MEDIUM,3.0,3.0,,,1,True,86.385
MAG,37.0,0 days 00:01:26.454000,MEDIUM,4.0,3.0,,,1,True,86.454
MAG,38.0,0 days 00:01:26.394000,MEDIUM,5.0,3.0,,,1,True,86.394
MAG,39.0,0 days 00:01:30.343000,MEDIUM,6.0,3.0,,,1,True,90.343
MAG,40.0,0 days 00:01:26.696000,MEDIUM,7.0,3.0,,,1,True,86.696
MAG,41.0,0 days 00:01:26.328000,MEDIUM,8.0,3.0,,,1,True,86.328
MAG,42.0,0 days 00:01:26.278000,MEDIUM,9.0,3.0,,,1,True,86.278
MAG,43.0,0 days 00:01:26.511000,MEDIUM,10.0,3.0,,,1,True,86.511
MAG,44.0,0 days 00:01:26.514000,MEDIUM,11.0,3.0,,,1,True,86.514
MAG,45.0,0 days 00:01:26.787000,MEDIUM,12.0,3.0,,,1,True,86.787
MAG,46.0,0 days 00:01:26.983000,MEDIUM,13.0,3.0,,,1,True,86.983
MAG,47.0,0 days 00:01:26.660000,MEDIUM,14.0,3.0,,,1,True,86.66
MAG,48.0,0 days 00:01:26.739000,MEDIUM,15.0,3.0,,,1,True,86.739
MAG,49.0,0 days 00:01:27.054000,MEDIUM,16.0,3.0,,,1,True,87.054
MAG,50.0,0 days 00:01:26.904000,MEDIUM,17.0,3.0,,,1,True,86.904
ALB,1.0,0 days 00:01:30.785000,MEDIUM,4.0,1.0,,,1,False,90.785
ALB,2.0,0 days 00:01:27.067000,MEDIUM,5.0,1.0,,,1,True,87.067
ALB,3.0,0 days 00:01:26.578000,MEDIUM,6.0,1.0,,,1,True,86.578
ALB,4.0,0 days 00:01:26.684000,MEDIUM,7.0,1.0,,,1,True,86.684
ALB,5.0,0 days 00:01:26.868000,MEDIUM,8.0,1.0,,,1,True,86.868
ALB,6.0,0 days 00:01:26.661000,MEDIUM,9.0,1.0,,,1,True,86.661
ALB,7.0,0 days 00:01:26.773000,MEDIUM,10.0,1.0,,,1,True,86.773
ALB,8.0,0 days 00:01:26.676000,MEDIUM,11.0,1.0,,,1,True,86.676
ALB,9.0,0 days 00:01:26.838000,MEDIUM,12.0,1.0,,,1,True,86.838
ALB,10.0,0 days 00:01:27.305000,MEDIUM,13.0,1.0,,,1,True,87.305
ALB,11.0,0 days 00:01:27.389000,MEDIUM,14.0,1.0,,,1,True,87.389
ALB,12.0,0 days 00:01:27.533000,MEDIUM,15.0,1.0,,,1,True,87.533
ALB,13.0,0 days 00:01:27.676000,MEDIUM,16.0,1.0,,,1,True,87.676
ALB,14.0,0 days 00:01:27.723000,MEDIUM,17.0,1.0,,,1,True,87.723
ALB,15.0,0 days 00:01:32.301000,MEDIUM,18.0,1.0,0 days 01:44:13.149000,,1,False,92.301
ALB,16.0,0 days 00:01:47.605000,HARD,4.0,2.0,,0 days 01:44:37.492000,1,False,107.605
ALB,17.0,0 days 00:01:27.087000,HARD,5.0,2.0,,,1,True,87.087
ALB,18.0,0 days 00:01:26.893000,HARD,6.0,2.0,,,1,True,86.893
ALB,19.0,0 days 00:01:27.308000,HARD,7.0,2.0,,,1,True,87.308
ALB,20.0,0 days 00:01:26.853000,HARD,8.0,2.0,,,1,True,86.853
ALB,21.0,0 days 00:01:26.601000,HARD,9.0,2.0,,,1,True,86.601
ALB,22.0,0 days 00:01:26.833000,HARD,10.0,2.0,,,1,True,86.833
ALB,23.0,0 days 00:01:26.913000,HARD,11.0,2.0,,,1,True,86.913
ALB,24.0,0 days 00:01:26.748000,HARD,12.0,2.0,,,1,True,86.748
ALB,25.0,0 days 00:01:26.898000,HARD,13.0,2.0,,,1,True,86.898
ALB,26.0,0 days 00:01:27.049000,HARD,14.0,2.0,,,1,True,87.049
ALB,27.0,0 days 00:01:26.735000,HARD,15.0,2.0,,,1,True,86.735
ALB,28.0,0 days 00:01:27.024000,HARD,16.0,2.0,,,1,True,87.024
ALB,29.0,0 days 00:01:26.977000,HARD,17.0,2.0,,,1,True,86.977
ALB,30.0,0 days 00:01:26.940000,HARD,18.0,2.0,,,1,True,86.94
ALB,31.0,0 days 00:01:26.735000,HARD,19.0,2.0,,,1,True,86.735
ALB,32.0,0 days 00:01:26.432000,HARD,20.0,2.0,,,1,True,86.432
ALB,33.0,0 days 00:01:26.389000,HARD,21.0,2.0,,,1,True,86.389
ALB,34.0,0 days 00:01:26.579000,HARD,22.0,2.0,,,1,True,86.579
ALB,35.0,0 days 00:01:26.545000,HARD,23.0,2.0,,,1,True,86.545
ALB,36.0,0 days 00:01:26.981000,HARD,24.0,2.0,,,1,True,86.981
ALB,37.0,0 days 00:01:26.831000,HARD,25.0,2.0,,,1,True,86.831
ALB,38.0,0 days 00:01:27.370000,HARD,26.0,2.0,,,1,True,87.37
ALB,39.0,0 days 00:01:26.802000,HARD,27.0,2.0,,,1,True,86.802
ALB,40.0,0 days 00:01:26.572000,HARD,28.0,2.0,,,1,True,86.572
ALB,41.0,0 days 00:01:26.675000,HARD,29.0,2.0,,,1,True,86.675
ALB,42.0,0 days 00:01:26.708000,HARD,30.0,2.0,,,1,True,86.708
ALB,43.0,0 days 00:01:26.913000,HARD,31.0,2.0,,,1,True,86.913
ALB,44.0,0 days 00:01:27.725000,HARD,32.0,2.0,,,1,True,87.725
ALB,45.0,0 days 00:01:26.907000,HARD,33.0,2.0,,,1,True,86.907
ALB,46.0,0 days 00:01:27.252000,HARD,34.0,2.0,,,1,True,87.252
ALB,47.0,0 days 00:01:28.491000,HARD,35.0,2.0,,,1,True,88.491
ALB,48.0,0 days 00:01:26.822000,HARD,36.0,2.0,,,1,True,86.822
ALB,49.0,0 days 00:01:27.569000,HARD,37.0,2.0,,,1,True,87.569
ALB,50.0,0 days 00:01:27.197000,HARD,38.0,2.0,,,1,True,87.197
ALB,51.0,0 days 00:01:27.433000,HARD,39.0,2.0,,,1,True,87.433
ZHO,1.0,0 days 00:01:35.194000,MEDIUM,1.0,1.0,,,1,False,95.194
ZHO,2.0,0 days 00:01:28.167000,MEDIUM,2.0,1.0,,,1,True,88.167
ZHO,3.0,0 days 00:01:27.871000,MEDIUM,3.0,1.0,,,1,True,87.871
ZHO,4.0,0 days 00:01:27.615000,MEDIUM,4.0,1.0,,,1,True,87.615
ZHO,5.0,0 days 00:01:27.535000,MEDIUM,5.0,1.0,,,1,True,87.535
ZHO,6.0,0 days 00:01:27.066000,MEDIUM,6.0,1.0,,,1,True,87.066
ZHO,7.0,0 days 00:01:27.185000,MEDIUM,7.0,1.0,,,1,True,87.185
ZHO,8.0,0 days 00:01:27.253000,MEDIUM,8.0,1.0,,,1,True,87.253
ZHO,9.0,0 days 00:01:27.416000,MEDIUM,9.0,1.0,,,1,True,87.416
ZHO,10.0,0 days 00:01:27.544000,MEDIUM,10.0,1.0,,,1,True,87.544
ZHO,11.0,0 days 00:01:32.187000,MEDIUM,11.0,1.0,0 days 01:38:33.106000,,1,False,92.187
ZHO,12.0,0 days 00:01:47.237000,HARD,4.0,2.0,,0 days 01:38:57.496000,1,False,107.237
ZHO,13.0,0 days 00:01:26.253000,HARD,5.0,2.0,,,1,True,86.253
ZHO,14.0,0 days 00:01:27.775000,HARD,6.0,2.0,,,1,True,87.775
ZHO,15.0,0 days 00:01:27.645000,HARD,7.0,2.0,,,1,True,87.645
ZHO,16.0,0 days 00:01:27.153000,HARD,8.0,2.0,,,1,True,87.153
ZHO,17.0,0 days 00:01:26.866000,HARD,9.0,2.0,,,1,True,86.866
ZHO,18.0,0 days 00:01:27.055000,HARD,10.0,2.0,,,1,True,87.055
ZHO,19.0,0 days 00:01:27.347000,HARD,11.0,2.0,,,1,True,87.347
ZHO,20.0,0 days 00:01:27.075000,HARD,12.0,2.0,,,1,True,87.075
ZHO,21.0,0 days 00:01:27.170000,HARD,13.0,2.0,,,1,True,87.17
ZHO,22.0,0 days 00:01:27.333000,HARD,14.0,2.0,,,1,True,87.333
ZHO,23.0,0 days 00:01:27.285000,HARD,15.0,2.0,,,1,True,87.285
ZHO,24.0,0 days 00:01:27.153000,HARD,16.0,2.0,,,1,True,87.153
ZHO,25.0,0 days 00:01:27.028000,HARD,17.0,2.0,,,1,True,87.028
ZHO,26.0,0 days 00:01:27.164000,HARD,18.0,2.0,,,1,True,87.164
ZHO,27.0,0 days 00:01:27.348000,HARD,19.0,2.0,,,1,True,87.348
ZHO,28.0,0 days 00:01:27.858000,HARD,20.0,2.0,,,1,True,87.858
ZHO,29.0,0 days 00:01:27.356000,HARD,21.0,2.0,,,1,True,87.356
ZHO,30.0,0 days 00:01:27.442000,HARD,22.0,2.0,,,1,True,87.442
ZHO,31.0,0 days 00:01:27.683000,HARD,23.0,2.0,,,1,True,87.683
ZHO,32.0,0 days 00:01:27.820000,HARD,24.0,2.0,,,1,True,87.82
ZHO,33.0,0 days 00:01:32.052000,HARD,25.0,2.0,0 days 02:10:58.209000,,1,False,92.052
ZHO,34.0,0 days 00:01:47.962000,MEDIUM,1.0,3.0,,0 days 02:11:24.131000,1,False,107.962
ZHO,35.0,0 days 00:01:25.983000,MEDIUM,2.0,3.0,,,1,True,85.983
ZHO,36.0,0 days 00:01:26.935000,MEDIUM,3.0,3.0,,,1,True,86.935
ZHO,37.0,0 days 00:01:26.700000,MEDIUM,4.0,3.0,,,1,True,86.7
ZHO,38.0,0 days 00:01:26.503000,MEDIUM,5.0,3.0,,,1,True,86.503
ZHO,39.0,0 days 00:01:26.473000,MEDIUM,6.0,3.0,,,1,True,86.473
ZHO,40.0,0 days 00:01:26.406000,MEDIUM,7.0,3.0,,,1,True,86.406
ZHO,41.0,0 days 00:01:26.600000,MEDIUM,8.0,3.0,,,1,True,86.6
ZHO,42.0,0 days 00:01:26.671000,MEDIUM,9.0,3.0,,,1,True,86.671
ZHO,43.0,0 days 00:01:26.288000,MEDIUM,10.0,3.0,,,1,True,86.288
ZHO,44.0,0 days 00:01:26.313000,MEDIUM,11.0,3.0,,,1,True,86.313
ZHO,45.0,0 days 00:01:26.461000,MEDIUM,12.0,3.0,,,1,True,86.461
ZHO,46.0,0 days 00:01:26.134000,MEDIUM,13.0,3.0,,,1,True,86.134
ZHO,47.0,0 days 00:01:26.305000,MEDIUM,14.0,3.0,,,1,True,86.305
ZHO,48.0,0 days 00:01:26.448000,MEDIUM,15.0,3.0,,,1,True,86.448
ZHO,49.0,0 days 00:01:28.825000,MEDIUM,16.0,3.0,,,1,True,88.825
ZHO,50.0,0 days 00:01:26.768000,MEDIUM,17.0,3.0,,,1,True,86.768
HUL,1.0,0 days 00:01:32.720000,MEDIUM,4.0,1.0,,,1,False,92.72
HUL,2.0,0 days 00:01:27.920000,MEDIUM,5.0,1.0,,,1,True,87.92
HUL,3.0,0 days 00:01:27.360000,MEDIUM,6.0,1.0,,,1,True,87.36
HUL,4.0,0 days 00:01:27.200000,MEDIUM,7.0,1.0,,,1,True,87.2
HUL,5.0,0 days 00:01:27.035000,MEDIUM,8.0,1.0,,,1,True,87.035
HUL,6.0,0 days 00:01:27.169000,MEDIUM,9.0,1.0,,,1,True,87.169
HUL,7.0,0 days 00:01:27.465000,MEDIUM,10.0,1.0,,,1,True,87.465
HUL,8.0,0 days 00:01:28.059000,MEDIUM,11.0,1.0,,,1,True,88.059
HUL,9.0,0 days 00:01:27.481000,MEDIUM,12.0,1.0,,,1,True,87.481
HUL,10.0,0 days 00:01:27.563000,MEDIUM,13.0,1.0,,,1,True,87.563
HUL,11.0,0 days 00:01:28.055000,MEDIUM,14.0,1.0,,,1,True,88.055
HUL,12.0,0 days 00:01:29.091000,MEDIUM,15.0,1.0,,,1,True,89.091
HUL,13.0,0 days 00:01:28.009000,MEDIUM,16.0,1.0,,,1,True,88.009
HUL,14.0,0 days 00:01:32.658000,MEDIUM,17.0,1.0,0 days 01:42:55.868000,,1,False,92.658
HUL,15.0,0 days 00:01:49.615000,HARD,6.0,2.0,,0 days 01:43:21.946000,1,False,109.615
HUL,16.0,0 days 00:01:26.990000,HARD,7.0,2.0,,,1,True,86.99
HUL,17.0,0 days 00:01:26.988000,HARD,8.0,2.0,,,1,True,86.988
HUL,18.0,0 days 00:01:27.294000,HARD,9.0,2.0,,,1,True,87.294
HUL,19.0,0 days 00:01:27.312000,HARD,10.0,2.0,,,1,True,87.312
HUL,20.0,0 days 00:01:27.078000,HARD,11.0,2.0,,,1,True,87.078
HUL,21.0,0 days 00:01:27.161000,HARD,12.0,2.0,,,1,True,87.161
HUL,22.0,0 days 00:01:27.074000,HARD,13.0,2.0,,,1,True,87.074
HUL,23.0,0 days 00:01:27.290000,HARD,14.0,2.0,,,1,True,87.29
HUL,24.0,0 days 00:01:27.143000,HARD,15.0,2.0,,,1,True,87.143
HUL,25.0,0 days 00:01:27.229000,HARD,16.0,2.0,,,1,True,87.229
HUL,26.0,0 days 00:01:27.344000,HARD,17.0,2.0,,,1,True,87.344
HUL,27.0,0 days 00:01:27.080000,HARD,18.0,2.0,,,1,True,87.08
HUL,28.0,0 days 00:01:27.600000,HARD,19.0,2.0,,,1,True,87.6
HUL,29.0,0 days 00:01:27.466000,HARD,20.0,2.0,,,1,True,87.466
HUL,30.0,0 days 00:01:27.775000,HARD,21.0,2.0,,,1,True,87.775
HUL,31.0,0 days 00:01:27.547000,HARD,22.0,2.0,,,1,True,87.547
HUL,32.0,0 days 00:01:27.976000,HARD,23.0,2.0,,,1,True,87.976
HUL,33.0,0 days 00:01:28.575000,HARD,24.0,2.0,,,1,True,88.575
HUL,34.0,0 days 00:01:27.991000,HARD,25.0,2.0,,,1,True,87.991
HUL,35.0,0 days 00:01:27.945000,HARD,26.0,2.0,,,1,True,87.945
HUL,36.0,0 days 00:01:28.084000,HARD,27.0,2.0,,,1,True,88.084
HUL,37.0,0 days 00:01:28.006000,HARD,28.0,2.0,,,1,True,88.006
HUL,38.0,0 days 00:01:28.969000,HARD,29.0,2.0,,,1,True,88.969
HUL,39.0,0 days 00:01:32.506000,HARD,30.0,2.0,0 days 02:19:51.890000,,1,False,92.506
HUL,40.0,0 days 00:01:46.370000,MEDIUM,4.0,3.0,,0 days 02:20:16.218000,1,False,106.37
HUL,41.0,0 days 00:01:26.395000,MEDIUM,5.0,3.0,,,1,True,86.395
HUL,42.0,0 days 00:01:26.102000,MEDIUM,6.0,3.0,,,1,True,86.102
HUL,43.0,0 days 00:01:26.234000,MEDIUM,7.0,3.0,,,1,True,86.234
HUL,44.0,0 days 00:01:26.459000,MEDIUM,8.0,3.0,,,1,True,86.459
HUL,45.0,0 days 00:01:26.723000,MEDIUM,9.0,3.0,,,1,True,86.723
HUL,46.0,0 days 00:01:26.645000,MEDIUM,10.0,3.0,,,1,True,86.645
HUL,47.0,0 days 00:01:26.251000,MEDIUM,11.0,3.0,,,1,True,86.251
HUL,48.0,0 days 00:01:26.359000,MEDIUM,12.0,3.0,,,1,True,86.359
HUL,49.0,0 days 00:01:25.981000,MEDIUM,13.0,3.0,,,1,True,85.981
HUL,50.0,0 days 00:01:25.894000,MEDIUM,14.0,3.0,,,1,True,85.894
OCO,1.0,0 days 00:01:35.655000,MEDIUM,1.0,1.0,,,1,False,95.655
OCO,2.0,0 days 00:01:28.667000,MEDIUM,2.0,1.0,,,1,True,88.667
OCO,3.0,0 days 00:01:27.822000,MEDIUM,3.0,1.0,,,1,True,87.822
OCO,4.0,0 days 00:01:27.582000,MEDIUM,4.0,1.0,,,1,True,87.582
OCO,5.0,0 days 00:01:27.385000,MEDIUM,5.0,1.0,,,1,True,87.385
OCO,6.0,0 days 00:01:27.306000,MEDIUM,6.0,1.0,,,1,True,87.306
OCO,7.0,0 days 00:01:27.117000,MEDIUM,7.0,1.0,,,1,True,87.117
OCO,8.0,0 days 00:01:27.309000,MEDIUM,8.0,1.0,,,1,True,87.309
OCO,9.0,0 days 00:01:27.396000,MEDIUM,9.0,1.0,,,1,True,87.396
OCO,10.0,0 days 00:01:27.607000,MEDIUM,10.0,1.0,,,1,True,87.607
OCO,11.0,0 days 00:01:27.738000,MEDIUM,11.0,1.0,,,1,True,87.738
OCO,12.0,0 days 00:01:28.232000,MEDIUM,12.0,1.0,,,1,True,88.232
OCO,13.0,0 days 00:01:27.855000,MEDIUM,13.0,1.0,,,1,True,87.855
OCO,14.0,0 days 00:01:28.091000,MEDIUM,14.0,1.0,,,1,True,88.091
OCO,15.0,0 days 00:01:28.197000,MEDIUM,15.0,1.0,,,1,True,88.197
OCO,16.0,0 days 00:01:28.249000,MEDIUM,16.0,1.0,,,1,True,88.249
OCO,17.0,0 days 00:01:28.111000,MEDIUM,17.0,1.0,,,1,True,88.111
OCO,18.0,0 days 00:01:28.261000,MEDIUM,18.0,1.0,,,1,True,88.261
OCO,19.0,0 days 00:01:28.216000,MEDIUM,19.0,1.0,,,1,True,88.216
OCO,20.0,0 days 00:01:29.387000,MEDIUM,20.0,1.0,,,1,True,89.387
OCO,21.0,0 days 00:01:28.489000,MEDIUM,21.0,1.0,,,1,True,88.489
OCO,22.0,0 days 00:01:28.884000,MEDIUM,22.0,1.0,,,1,True,88.884
OCO,23.0,0 days 00:01:29.474000,MEDIUM,23.0,1.0,,,1,True,89.474
OCO,24.0,0 days 00:01:33.499000,MEDIUM,24.0,1.0,0 days 01:57:44.608000,,1,False,93.499
OCO,25.0,0 days 00:01:47.378000,HARD,4.0,2.0,,0 days 01:58:08.843000,1,False,107.378
OCO,26.0,0 days 00:01:27.158000,HARD,5.0,2.0,,,1,True,87.158
OCO,27.0,0 days 00:01:27.119000,HARD,6.0,2.0,,,1,True,87.119
OCO,28.0,0 days 00:01:27.190000,HARD,7.0,2.0,,,1,True,87.19
OCO,29.0,0 days 00:01:27.350000,HARD,8.0,2.0,,,1,True,87.35
OCO,30.0,0 days 00:01:27.308000,HARD,9.0,2.0,,,1,True,87.308
OCO,31.0,0 days 00:01:27.208000,HARD,10.0,2.0,,,1,True,87.208
OCO,32.0,0 days 00:01:27.119000,HARD,11.0,2.0,,,1,True,87.119
OCO,33.0,0 days 00:01:26.963000,HARD,12.0,2.0,,,1,True,86.963
OCO,34.0,0 days 00:01:27.626000,HARD,13.0,2.0,,,1,True,87.626
OCO,35.0,0 days 00:01:27.441000,HARD,14.0,2.0,,,1,True,87.441
OCO,36.0,0 days 00:01:27.476000,HARD,15.0,2.0,,,1,True,87.476
OCO,37.0,0 days 00:01:27.429000,HARD,16.0,2.0,,,1,True,87.429
OCO,38.0,0 days 00:01:27.079000,HARD,17.0,2.0,,,1,True,87.079
OCO,39.0,0 days 00:01:46.604000,HARD,18.0,2.0,0 days 02:20:13.093000,,1,False,106.604
NOR,1.0,0 days 00:01:31.513000,MEDIUM,1.0,1.0,,,1,False,91.513
NOR,2.0,0 days 00:01:27.575000,MEDIUM,2.0,1.0,,,1,True,87.575
NOR,3.0,0 days 00:01:27.105000,MEDIUM,3.0,1.0,,,1,True,87.105
NOR,4.0,0 days 00:01:27.069000,MEDIUM,4.0,1.0,,,1,True,87.069
NOR,5.0,0 days 00:01:27.142000,MEDIUM,5.0,1.0,,,1,True,87.142
NOR,6.0,0 days 00:01:26.796000,MEDIUM,6.0,1.0,,,1,True,86.796
NOR,7.0,0 days 00:01:26.864000,MEDIUM,7.0,1.0,,,1,True,86.864
NOR,8.0,0 days 00:01:26.628000,MEDIUM,8.0,1.0,,,1,True,86.628
NOR,9.0,0 days 00:01:26.893000,MEDIUM,9.0,1.0,,,1,True,86.893
NOR,10.0,0 days 00:01:26.965000,MEDIUM,10.0,1.0,,,1,True,86.965
NOR,11.0,0 days 00:01:27.066000,MEDIUM,11.0,1.0,,,1,True,87.066
NOR,12.0,0 days 00:01:27.438000,MEDIUM,12.0,1.0,,,1,True,87.438
NOR,13.0,0 days 00:01:27.359000,MEDIUM,13.0,1.0,,,1,True,87.359
NOR,14.0,0 days 00:01:27.478000,MEDIUM,14.0,1.0,,,1,True,87.478
NOR,15.0,0 days 00:01:27.796000,MEDIUM,15.0,1.0,,,1,True,87.796
NOR,16.0,0 days 00:01:27.199000,MEDIUM,16.0,1.0,,,1,True,87.199
NOR,17.0,0 days 00:01:27.597000,MEDIUM,17.0,1.0,,,1,True,87.597
NOR,18.0,0 days 00:01:27.272000,MEDIUM,18.0,1.0,,,1,True,87.272
NOR,19.0,0 days 00:01:27.280000,MEDIUM,19.0,1.0,,,1,True,87.28
NOR,20.0,0 days 00:01:27.716000,MEDIUM,20.0,1.0,,,1,True,87.716
